Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP38,OUT018,1009.002589
NCA30,OUT017,230.6690732
FDT15,OUT017,196.331104
NCP55,OUT018,985.7808168
FDF12,OUT035,603.74744
FDM21,OUT018,940.928534
FDX56,OUT035,636.5354268
FDF10,OUT017,283.8358664
FDT32,OUT045,91.7592244
FDM51,OUT018,1021.955062
NCR50,OUT018,873.4843256
FDI19,OUT049,76.2594004
FDX21,OUT017,277.5547092
FDR31,OUT035,656.1712004
FDY02,OUT013,226.8220808
NCA29,OUT045,72.1554092
NCX17,OUT046,125.8375316
FDM12,OUT045,72.4816512
FDI53,OUT027,215.1186484
NCU30,OUT049,75.648196
FDC56,OUT027,217.9775936
FDK27,OUT018,1012.250362
NCK18,OUT017,216.5953928
FDB52,OUT019,74.989054
DRG25,OUT027,205.6309984
FDZ13,OUT049,124.897422
FDB57,OUT019,92.799204
FDR40,OUT046,75.8905472
NCO14,OUT019,75.648196
NCN19,OUT045,71.9250424
FDQ28,OUT019,124.7829044
FDO13,OUT018,987.8887396
FDK48,OUT013,195.4136316
FDU07,OUT018,904.2469488
FDW20,OUT046,93.6807232
FDV12,OUT010,121.6696236
FDH24,OUT013,195.4136316
FDV59,OUT049,75.6055848
FDK57,OUT045,123.3607556
FDL16,OUT027,201.1475012
NCQ17,OUT046,125.8375316
FDJ15,OUT018,997.5694716
FDX24,OUT049,74.456414
FDT47,OUT046,74.5256572
FDT10,OUT049,73.47103
FDZ37,OUT018,1016.539445
FDW43,OUT027,220.8977924
DRN36,OUT017,208.0478524
FDJ14,OUT045,74.5642736
FDA32,OUT013,218.68201
FDJ38,OUT019,82.1211036
FDQ57,OUT017,237.62402
NCQ41,OUT019,80.242216
FDG56,OUT049,96.8752316
DRC13,OUT027,204.314046
FDV55,OUT035,667.6948668
FDQ49,OUT045,70.0301756
FDE29,OUT010,133.6433708
FDR03,OUT013,183.5317648
FDD45,OUT049,95.1188512
FDN38,OUT010,123.426004
FDT56,OUT046,126.4260988
FDT48,OUT045,71.5455364
FDU03,OUT049,123.5778064
FDC56,OUT010,138.8179684
NCO43,OUT027,206.178286
FDQ27,OUT017,196.331104
FDR03,OUT046,75.4444612
DRH23,OUT010,131.2038796
FDG22,OUT045,70.2592108
NCJ42,OUT013,206.3753628
FDR24,OUT046,72.8771364
FDW60,OUT035,669.2341964
FDJ08,OUT013,220.6208196
DRL59,OUT018,997.3311152
FDG60,OUT010,131.4448992
FDW27,OUT017,196.331104
FDX14,OUT018,1067.466487
FDC20,OUT013,218.68201
NCS29,OUT018,1321.563731
FDJ56,OUT046,132.7192404
FDB20,OUT019,136.8778272
FDL28,OUT027,194.9888512
FDW01,OUT018,1009.002589
FDL03,OUT046,75.4444612
FDX22,OUT049,73.47103
FDJ21,OUT035,636.7125296
FDR31,OUT045,91.7592244
FDG21,OUT035,612.7384032
FDS22,OUT027,225.193534
FDK08,OUT035,604.826036
FDE17,OUT018,998.1247488
NCN30,OUT017,216.5953928
FDT50,OUT046,114.9543648
NCX42,OUT049,75.648196
FDJ12,OUT035,669.2341964
NCA18,OUT027,219.5888296
FDP23,OUT019,75.6055848
FDX12,OUT013,187.6077924
FDN40,OUT018,1033.08058
FDV48,OUT035,669.2341964
NCY54,OUT013,202.7547424
FDL16,OUT010,133.6433708
FDR45,OUT018,940.928534
FDJ52,OUT046,76.3219856
DRG01,OUT017,208.0478524
FDP52,OUT013,156.9383812
FDU58,OUT017,229.8714448
FDL02,OUT045,123.1716684
FDG28,OUT013,179.3944836
FDA19,OUT035,667.6948668
FDW46,OUT027,201.8785496
NCD43,OUT049,75.648196
DRG39,OUT013,199.4856644
NCF55,OUT049,75.648196
FDJ07,OUT046,75.8186408
FDE08,OUT046,93.6807232
FDP56,OUT019,136.8778272
FDT45,OUT045,71.8158512
FDF17,OUT018,973.9615352
FDX44,OUT046,93.6807232
FDM28,OUT027,198.6773832
FDI36,OUT049,73.1328036
FDS07,OUT045,138.8232948
FDD36,OUT045,71.5455364
FDW11,OUT046,75.208768
FDN40,OUT049,129.8030364
NCQ18,OUT049,129.63126
NCQ54,OUT017,216.5953928
NCS42,OUT045,68.504162
DRH39,OUT010,129.245096
FDC09,OUT027,220.8977924
FDT08,OUT010,138.8179684
FDC08,OUT035,656.1712004
FDT20,OUT017,224.7461164
FDS35,OUT035,633.0453032
FDX58,OUT018,940.928534
FDW58,OUT046,73.8651836
DRD27,OUT046,74.63618
FDH32,OUT019,136.8778272
FDS26,OUT035,607.9579592
FDQ31,OUT046,91.9176848
FDP11,OUT018,1007.757543
FDD58,OUT017,237.62402
FDM33,OUT045,130.1625684
FDZ16,OUT049,124.7829044
NCS29,OUT010,132.2185588
NCM18,OUT019,129.63126
FDP11,OUT049,75.295322
NCC42,OUT017,222.5915876
DRM23,OUT046,124.4153828
NCN55,OUT027,206.178286
FDK46,OUT013,227.1150328
FDR01,OUT046,76.7427712
NCA05,OUT045,76.7973668
NCP43,OUT017,207.8201488
FDR12,OUT010,71.6946756
FDQ01,OUT013,224.0456948
FDM13,OUT046,73.730692
FDQ19,OUT017,217.1986076
FDK56,OUT019,136.8778272
NCX06,OUT010,72.7200076
FDO56,OUT027,220.8977924
FDU45,OUT045,70.2592108
FDI16,OUT019,124.7829044
FDL32,OUT046,126.4260988
FDA07,OUT046,91.9176848
FDA14,OUT045,72.0701868
FDV46,OUT027,234.7024896
NCO07,OUT035,689.0257672
NCP41,OUT046,80.5032096
FDY60,OUT018,996.988894
FDN38,OUT017,256.9082512
FDO15,OUT046,75.4444612
FDT60,OUT013,204.6615936
FDA55,OUT035,656.1712004
FDE02,OUT010,131.8736744
DRJ39,OUT049,74.989054
FDV34,OUT035,636.7125296
FDS20,OUT027,223.8526128
FDF02,OUT027,204.2234972
FDW40,OUT017,241.3578264
NCB43,OUT046,125.1783896
FDR58,OUT017,237.62402
DRJ59,OUT035,700.8623596
NCD30,OUT017,216.5953928
FDE14,OUT017,200.6934256
FDC28,OUT018,973.9615352
FDU16,OUT018,998.1247488
NCD19,OUT035,699.4934748
FDU21,OUT046,110.7065608
FDV59,OUT027,212.5579816
FDU03,OUT045,72.17272
FDC33,OUT010,92.120088
NCR42,OUT035,699.4934748
DRH59,OUT035,700.8623596
NCM31,OUT035,689.0257672
FDS50,OUT035,671.4806056
FDP39,OUT046,75.807988
FDQ55,OUT013,210.7177104
FDV36,OUT019,74.456414
FDI05,OUT027,215.1186484
FDS45,OUT027,225.193534
FDA39,OUT045,72.991654
FDC37,OUT010,73.2459896
FDJ60,OUT027,203.841328
DRQ35,OUT046,76.2567372
NCJ06,OUT046,75.0582972
NCY42,OUT018,873.4843256
DRM37,OUT049,73.7266972
FDR14,OUT045,129.0972884
FDE51,OUT049,121.2448432
FDT33,OUT017,229.8714448
FDR08,OUT013,218.68201
FDE36,OUT010,72.7692768
FDL22,OUT019,74.8452412
FDR44,OUT013,232.4068112
FDI56,OUT019,136.8778272
FDE47,OUT010,102.5025732
FDV27,OUT010,72.8278672
FDV10,OUT049,74.1421564
FDC40,OUT045,70.5748
NCX41,OUT013,209.6790624
NCQ38,OUT027,206.178286
FDV12,OUT027,203.841328
FDE52,OUT017,206.524502
FDG20,OUT027,231.2776144
FDV16,OUT027,215.1186484
FDI32,OUT017,255.20114
FDJ32,OUT049,95.1188512
FDN39,OUT018,1021.955062
FDY34,OUT017,229.8714448
FDC14,OUT035,669.182264
FDA55,OUT017,217.1986076
FDZ50,OUT010,119.8320156
DRG13,OUT049,73.7266972
FDP01,OUT013,187.6077924
NCG54,OUT017,225.5916824
FDM13,OUT045,71.5455364
NCO18,OUT027,219.5888296
NCW41,OUT013,209.6790624
FDM52,OUT027,198.6773832
NCF55,OUT035,699.4934748
FDT09,OUT046,73.0369284
NCM19,OUT035,689.0257672
FDW12,OUT018,996.988894
FDP15,OUT019,128.7683832
FDK36,OUT045,71.5455364
FDZ25,OUT035,669.182264
NCW06,OUT049,75.648196
FDW60,OUT046,72.8771364
DRC49,OUT013,193.8103852
NCT17,OUT035,685.2000804
NCN06,OUT018,976.6873204
FDC45,OUT013,220.6208196
DRJ47,OUT019,121.1516312
NCF06,OUT045,72.1554092
FDE21,OUT010,94.9510696
DRG27,OUT013,214.3769472
FDW40,OUT049,124.7829044
NCO53,OUT046,125.8375316
FDE23,OUT049,101.5664584
FDQ16,OUT046,76.3219856
FDS26,OUT045,129.0972884
FDZ13,OUT010,123.426004
FDS14,OUT049,74.989054
FDC10,OUT045,78.4924936
FDY16,OUT049,76.7574188
FDJ20,OUT035,604.826036
FDV43,OUT035,604.4744936
FDZ32,OUT027,220.8977924
FDR23,OUT046,121.0544244
FDN24,OUT035,603.74744
FDE34,OUT027,240.4283696
FDU31,OUT013,210.7177104
FDW33,OUT018,984.8353808
FDU26,OUT046,73.7986036
FDE20,OUT027,220.8977924
NCW05,OUT035,605.9166164
FDB22,OUT018,940.928534
FDO56,OUT046,91.9176848
FDA19,OUT027,223.8526128
DRI39,OUT045,129.0972884
FDH52,OUT018,998.1247488
FDZ50,OUT035,606.8620524
NCN42,OUT035,699.4934748
FDB53,OUT013,206.3194356
DRG11,OUT017,243.7533748
DRK11,OUT027,208.0611684
FDQ60,OUT017,258.3064312
FDT36,OUT017,244.002384
DRG25,OUT018,1024.073638
DRJ23,OUT046,76.2567372
FDG05,OUT035,615.5627268
NCK06,OUT018,873.4843256
FDU52,OUT017,198.4896276
FDW07,OUT018,1034.767718
NCM17,OUT045,77.0277336
FDA22,OUT045,139.545022
NCA41,OUT018,1318.872567
FDF38,OUT035,669.182264
FDH52,OUT046,75.8905472
FDY58,OUT019,75.7773612
FDZ16,OUT045,121.8826796
NCM18,OUT017,230.6690732
FDA22,OUT018,1064.482372
NCJ43,OUT035,699.4934748
FDI34,OUT027,247.5684088
FDG56,OUT046,94.2786116
FDS34,OUT046,110.7065608
DRC01,OUT035,686.1681536
FDQ04,OUT035,615.8197256
FDK04,OUT035,683.4397052
FDT51,OUT049,75.4125028
FDV26,OUT017,255.5153976
FDS04,OUT049,124.7829044
FDW43,OUT018,917.6681452
FDQ28,OUT010,123.4486412
NCK06,OUT017,216.5953928
FDS23,OUT018,1075.282979
FDZ36,OUT019,123.192974
FDE56,OUT018,1034.767718
FDW10,OUT027,234.7024896
NCN14,OUT045,131.1745844
NCQ18,OUT045,132.4928684
FDW08,OUT017,224.7461164
FDU43,OUT035,656.1712004
FDR33,OUT010,73.5389416
FDM24,OUT010,121.6696236
NCZ05,OUT046,80.5032096
NCV41,OUT035,685.2000804
FDV11,OUT018,1075.382849
NCY05,OUT035,685.2000804
FDV44,OUT018,917.6681452
FDW32,OUT049,132.4422676
NCU18,OUT027,219.5888296
NCC43,OUT035,699.4934748
FDW19,OUT013,210.7177104
FDN31,OUT035,581.8013404
FDI48,OUT045,70.0301756
FDS24,OUT017,199.8944656
FDF46,OUT049,74.8452412
DRG23,OUT017,243.7533748
FDG14,OUT018,1016.539445
NCY30,OUT049,75.648196
FDO28,OUT018,973.9615352
DRD24,OUT035,699.7411524
FDI33,OUT049,74.8452412
FDN32,OUT046,93.6807232
FDR16,OUT045,121.8826796
FDF26,OUT046,76.7427712
NCN29,OUT018,1318.872567
FDE20,OUT045,91.7592244
FDA46,OUT046,122.8321104
FDU28,OUT045,121.8826796
FDQ48,OUT045,70.0301756
FDV36,OUT013,195.4136316
FDR14,OUT018,1067.466487
FDP23,OUT017,212.5886084
FDP56,OUT013,218.68201
FDK48,OUT010,73.2459896
FDR48,OUT046,124.5338952
NCY29,OUT049,122.2488696
FDM22,OUT018,941.3852728
DRJ01,OUT013,209.7509688
FDZ43,OUT045,91.7592244
FDV03,OUT035,691.1257004
FDX11,OUT027,221.2573244
NCA41,OUT027,218.4782752
FDE38,OUT017,208.0904636
FDI27,OUT018,997.5694716
FDN32,OUT013,218.68201
NCN43,OUT017,207.8201488
FDB47,OUT027,217.9735988
FDV03,OUT017,201.9224924
NCN30,OUT045,72.1554092
NCV54,OUT010,72.7200076
FDV07,OUT013,218.68201
FDP07,OUT049,136.8778272
FDK48,OUT018,987.8887396
FDM15,OUT019,123.5778064
FDY19,OUT027,223.8526128
FDK46,OUT046,73.8651836
FDY11,OUT045,70.0301756
FDH09,OUT046,81.4286716
FDO08,OUT027,220.8977924
FDU14,OUT013,199.4856644
FDD22,OUT027,240.4283696
FDM27,OUT017,256.5247504
FDL02,OUT027,219.9483616
NCA17,OUT035,685.2000804
FDE38,OUT019,120.5883644
NCG07,OUT049,75.648196
DRC27,OUT013,199.4856644
FDA27,OUT035,661.3271556
FDW40,OUT045,121.8826796
DRI11,OUT013,196.8783916
FDN50,OUT046,76.7427712
FDR12,OUT046,72.8771364
FDT34,OUT027,240.4283696
FDW11,OUT035,738.5532976
NCO30,OUT027,219.5888296
FDZ34,OUT017,250.4659704
FDU45,OUT017,229.8714448
NCD42,OUT035,685.2000804
FDX25,OUT045,132.3890036
NCR29,OUT046,80.5032096
FDX43,OUT019,95.1188512
FDB04,OUT010,119.8320156
FDR49,OUT027,204.2234972
FDS39,OUT018,1012.250362
FDW58,OUT045,71.8158512
FDG22,OUT019,74.130172
FDG31,OUT017,201.9224924
NCV53,OUT027,218.4782752
DRJ37,OUT035,699.7411524
FDV07,OUT035,667.6948668
FDW52,OUT018,998.1247488
FDT15,OUT045,72.17272
FDD02,OUT018,1009.002589
FDM16,OUT035,671.59246
NCE55,OUT046,125.1783896
FDB57,OUT018,917.6681452
FDQ04,OUT013,206.3194356
FDQ47,OUT019,118.266054
FDY14,OUT019,126.5006684
DRK37,OUT017,208.0478524
FDO25,OUT017,241.8025808
FDL57,OUT046,75.5762896
NCK29,OUT018,1350.190468
FDK46,OUT027,234.7024896
NCB43,OUT010,132.8084576
DRE01,OUT027,207.1796492
FDC46,OUT018,984.8353808
FDQ23,OUT045,72.492304
FDX38,OUT049,73.6854176
FDG60,OUT018,987.8887396
FDW55,OUT017,217.1986076
FDP39,OUT013,177.508938
FDB20,OUT018,904.2469488
FDV21,OUT017,277.5547092
FDZ02,OUT013,191.8462752
FDP19,OUT027,217.9775936
FDA38,OUT035,671.4806056
FDH22,OUT045,130.1625684
DRM11,OUT045,73.9397532
FDO12,OUT027,206.025152
FDT14,OUT049,121.2448432
FDW34,OUT010,73.5389416
FDG04,OUT027,198.6773832
FDW59,OUT018,1007.16365
FDR33,OUT018,940.928534
FDP32,OUT013,218.68201
FDL13,OUT027,201.9291504
FDD22,OUT013,239.7386008
FDV40,OUT027,198.6773832
NCD55,OUT046,75.0582972
FDQ20,OUT010,94.9510696
FDD28,OUT045,76.493762
FDC39,OUT045,129.0972884
NCR17,OUT049,80.242216
DRO35,OUT018,997.3311152
FDF40,OUT049,73.6854176
FDR31,OUT018,917.6681452
NCQ41,OUT017,222.5915876
FDP38,OUT046,78.7055496
NCU54,OUT027,201.630872
FDG22,OUT018,941.3852728
DRK59,OUT013,202.3672468
FDC37,OUT046,73.730692
NCO42,OUT013,206.3753628
NCT42,OUT017,216.5953928
FDX27,OUT035,661.3271556
FDV40,OUT018,973.9615352
FDT45,OUT027,234.7024896
FDS47,OUT019,124.9626704
FDR45,OUT035,645.1602
FDB03,OUT045,119.1302624
FDO49,OUT035,669.2341964
FDU60,OUT027,203.841328
FDB26,OUT018,1016.539445
FDB46,OUT017,283.8358664
FDQ37,OUT019,128.4408096
FDN03,OUT017,196.331104
NCX30,OUT045,72.1554092
FDK32,OUT019,132.4422676
DRM47,OUT013,196.8783916
NCO02,OUT046,86.1172352
FDP04,OUT013,186.870086
NCO43,OUT049,74.83592
FDD59,OUT013,166.25026
FDQ10,OUT017,237.62402
FDW45,OUT035,645.1602
NCK30,OUT049,75.648196
FDU31,OUT018,917.6681452
NCQ17,OUT019,129.078646
FDN01,OUT017,199.4523744
FDZ19,OUT049,136.8778272
DRG37,OUT017,208.0478524
FDE32,OUT045,94.44373
FDO34,OUT049,74.8452412
FDM04,OUT019,76.7574188
FDZ25,OUT049,77.9665116
FDU08,OUT049,95.1188512
NCW30,OUT045,72.1554092
NCM18,OUT013,202.7547424
FDS22,OUT035,636.7125296
NCH18,OUT017,216.5953928
FDC23,OUT013,209.6644148
FDY46,OUT013,227.1150328
NCU06,OUT046,88.7391556
FDX57,OUT045,70.2592108
FDX36,OUT027,221.2573244
FDL16,OUT045,132.6553236
FDT16,OUT010,123.4486412
FDN16,OUT018,998.1247488
FDC03,OUT046,75.222084
DRF60,OUT013,193.8103852
FDS27,OUT027,201.4670852
FDP33,OUT010,130.1812108
FDJ36,OUT018,1061.800529
NCR42,OUT013,206.3753628
FDV14,OUT017,211.0958848
NCP42,OUT035,699.4934748
FDB50,OUT027,204.2234972
NCC30,OUT027,219.5888296
FDA23,OUT018,987.8887396
FDW16,OUT017,190.0499468
FDQ52,OUT010,133.6433708
FDB58,OUT049,73.47103
NCP29,OUT049,129.078646
NCM05,OUT045,76.7973668
FDO25,OUT013,210.1411276
NCM54,OUT046,75.0582972
NCL54,OUT046,75.0582972
FDL39,OUT010,119.8320156
FDF53,OUT018,1051.950684
NCQ42,OUT035,699.4934748
FDF58,OUT013,227.1150328
FDZ04,OUT035,683.4397052
FDE26,OUT019,128.918854
FDS60,OUT017,206.724242
FDV58,OUT017,277.5547092
FDM04,OUT045,74.862552
FDE08,OUT035,667.6948668
NCB43,OUT049,129.63126
FDU11,OUT010,127.613886
FDF22,OUT019,127.3369132
FDE24,OUT013,211.6231984
DRJ49,OUT046,73.27129
NCQ53,OUT035,685.2000804
NCL41,OUT013,209.6790624
FDR22,OUT013,216.8870132
FDH04,OUT035,671.59246
DRH15,OUT045,129.0972884
FDY40,OUT049,76.7574188
NCI17,OUT035,605.9166164
NCC18,OUT013,206.3753628
FDY28,OUT027,215.1186484
FDB45,OUT027,223.8526128
NCL30,OUT018,873.4843256
FDM10,OUT017,276.8955672
FDH22,OUT027,240.4283696
NCZ53,OUT017,222.5915876
NCI18,OUT013,206.3753628
FDH14,OUT027,205.83207
FDR36,OUT027,221.2573244
FDW01,OUT045,77.3379964
FDK02,OUT027,204.2234972
FDJ02,OUT018,1016.539445
FDU55,OUT013,218.68201
NCV18,OUT027,201.630872
FDH14,OUT018,1016.539445
FDZ37,OUT045,74.5642736
FDX49,OUT049,124.897422
NCD43,OUT046,75.0582972
FDZ07,OUT013,232.4068112
FDK43,OUT035,691.1257004
FDR32,OUT018,1034.767718
FDT39,OUT013,183.5317648
NCV54,OUT017,216.5953928
FDF38,OUT018,1016.539445
FDV60,OUT046,116.7094136
FDH44,OUT027,220.8977924
FDS21,OUT046,73.0369284
NCL41,OUT045,76.7973668
FDM46,OUT017,277.5547092
FDU27,OUT045,121.1649472
NCJ54,OUT017,216.5953928
DRG51,OUT018,988.7449584
NCA29,OUT019,75.648196
FDR47,OUT045,127.4367832
NCL19,OUT027,206.178286
DRG01,OUT049,73.7266972
FDG10,OUT046,73.0369284
NCV05,OUT049,80.242216
NCH18,OUT019,121.0304556
FDV14,OUT018,988.7449584
DRJ23,OUT035,700.8623596
DRJ11,OUT046,124.4153828
FDZ03,OUT017,250.6044568
FDI27,OUT010,115.1953844
FDJ14,OUT018,1016.539445
FDU32,OUT017,224.7461164
FDD47,OUT027,225.7488112
DRF36,OUT035,699.7411524
FDM21,OUT046,73.8651836
FDV10,OUT018,954.550802
FDH60,OUT018,1061.800529
FDX47,OUT010,72.9330636
FDT19,OUT019,132.4422676
FDO11,OUT045,71.1500512
FDH24,OUT027,206.025152
FDL02,OUT018,1075.673138
FDB02,OUT049,77.9665116
FDA43,OUT046,93.6807232
FDG52,OUT045,76.493762
DRC12,OUT013,193.8103852
FDY37,OUT018,1016.539445
NCU18,OUT045,72.1554092
FDU09,OUT035,636.5234424
DRJ25,OUT027,207.1796492
DRE12,OUT018,978.5182704
DRL47,OUT017,209.4553536
DRK01,OUT046,73.27129
FDC22,OUT019,120.8040836
FDG44,OUT013,220.6208196
FDW04,OUT035,671.59246
FDK09,OUT049,127.3369132
NCN43,OUT035,689.0257672
FDG04,OUT049,77.9878172
FDH32,OUT010,138.8179684
DRI47,OUT017,209.4553536
DRE15,OUT013,199.4856644
FDY11,OUT035,669.2341964
FDO60,OUT049,74.456414
FDQ20,OUT018,904.2469488
FDO57,OUT027,240.4283696
FDT14,OUT019,121.2448432
FDA57,OUT049,74.8452412
DRN35,OUT017,184.4092892
FDJ03,OUT046,74.1474828
FDX28,OUT017,228.2016184
DRE25,OUT045,93.4436984
FDR09,OUT046,115.1487784
FDB23,OUT035,658.8730168
FDO08,OUT045,91.7592244
FDQ23,OUT049,75.6055848
FDW04,OUT013,179.3944836
DRK13,OUT010,131.0747144
NCL17,OUT027,204.8307068
FDY21,OUT035,554.5088668
FDJ38,OUT027,205.83207
FDA37,OUT019,124.897422
FDV43,OUT013,219.7153316
FDL36,OUT046,124.5525376
FDD53,OUT045,76.493762
FDZ19,OUT010,138.8179684
FDV21,OUT045,130.1625684
NCL54,OUT018,873.4843256
DRI47,OUT027,208.0611684
DRG03,OUT049,74.989054
FDG21,OUT013,225.63962
FDW03,OUT018,1021.955062
NCI55,OUT046,75.0582972
DRC36,OUT019,114.5682008
FDH22,OUT017,277.5547092
FDV20,OUT045,91.7592244
NCU41,OUT027,218.4782752
FDN46,OUT027,247.5684088
FDK50,OUT045,77.3379964
NCA05,OUT027,218.4782752
DRH01,OUT018,1058.902968
FDT08,OUT018,904.2469488
FDM08,OUT018,917.6681452
FDZ07,OUT035,604.826036
FDS22,OUT017,229.8714448
FDV35,OUT027,212.0346628
FDI28,OUT010,78.4032764
FDW58,OUT027,234.7024896
FDT52,OUT045,74.862552
FDY34,OUT046,73.0369284
FDR10,OUT046,73.8651836
FDK57,OUT017,277.5547092
FDR02,OUT027,208.0238836
FDX49,OUT046,118.3099968
FDQ20,OUT046,93.6807232
DRK23,OUT045,71.533552
NCW06,OUT046,75.0582972
FDR31,OUT017,217.1986076
NCE43,OUT013,202.7547424
DRO59,OUT027,208.0611684
FDN09,OUT049,74.8452412
FDR11,OUT046,112.8917164
FDO57,OUT013,239.7386008
NCX18,OUT017,216.5953928
FDB05,OUT018,1033.08058
FDQ08,OUT018,917.6681452
NCG43,OUT035,634.3289656
FDJ56,OUT013,220.6208196
FDA13,OUT010,131.8736744
FDO56,OUT017,217.1986076
FDB37,OUT018,996.988894
FDZ02,OUT018,997.5694716
FDQ24,OUT046,93.484978
FDM16,OUT013,179.3944836
FDU35,OUT049,116.54829
FDT35,OUT035,635.37294
NCX30,OUT049,75.648196
FDG04,OUT017,198.4896276
FDI12,OUT035,602.9764436
FDE35,OUT035,658.8730168
NCP14,OUT027,201.630872
NCY53,OUT045,76.7973668
FDP49,OUT017,161.98914
FDQ04,OUT017,228.2016184
FDM39,OUT035,671.4806056
FDO58,OUT019,74.4936988
FDC56,OUT017,255.20114
NCQ54,OUT046,75.0582972
FDV10,OUT027,195.6240244
NCK17,OUT046,80.5032096
NCF55,OUT027,219.5888296
FDV33,OUT013,216.8870132
NCH29,OUT019,80.242216
FDA37,OUT027,205.83207
FDH46,OUT018,941.3852728
FDS25,OUT035,603.6196064
FDH04,OUT027,194.9888512
FDX52,OUT046,75.8905472
NCD42,OUT017,222.5915876
FDW47,OUT017,212.5886084
FDL25,OUT027,220.44638
NCJ06,OUT010,72.7200076
FDY09,OUT013,227.1150328
FDS40,OUT046,76.3219856
FDH41,OUT017,228.2016184
FDG38,OUT035,669.182264
FDU03,OUT027,219.6287776
FDV20,OUT046,91.9176848
DRB13,OUT045,69.7518712
NCQ30,OUT013,206.3753628
NCH06,OUT013,200.6694568
FDU50,OUT018,997.5694716
NCO42,OUT019,75.648196
FDW09,OUT018,941.3852728
FDH04,OUT013,179.3944836
FDC21,OUT045,91.7592244
FDL21,OUT049,73.47103
FDM46,OUT010,130.1812108
FDT22,OUT019,127.3369132
FDB28,OUT035,607.9579592
FDI12,OUT018,1061.800529
FDA28,OUT045,74.862552
FDF59,OUT013,198.388426
FDM45,OUT027,247.5684088
FDQ56,OUT017,255.20114
FDR46,OUT049,127.3369132
FDT01,OUT013,224.0456948
FDD16,OUT027,198.6773832
NCU30,OUT010,72.7200076
FDM40,OUT010,133.6433708
FDI56,OUT035,604.4744936
NCS30,OUT013,202.7547424
FDU08,OUT017,224.7461164
FDX51,OUT027,201.4670852
FDA43,OUT045,94.44373
FDX59,OUT010,127.613886
FDC37,OUT018,987.8887396
FDP58,OUT013,239.7386008
NCY42,OUT035,699.4934748
FDF21,OUT018,917.6681452
FDU10,OUT027,225.193534
DRL47,OUT018,997.3311152
FDA58,OUT018,940.928534
FDJ22,OUT049,74.8452412
FDK50,OUT046,78.7055496
FDO38,OUT035,581.4724352
DRF60,OUT035,699.7411524
NCZ42,OUT019,75.648196
FDD35,OUT049,102.4919204
FDL25,OUT045,120.94257
FDJ16,OUT013,206.3194356
DRK59,OUT049,120.3779716
FDI50,OUT046,76.7427712
NCB19,OUT045,132.4928684
DRI37,OUT035,632.5126632
FDA14,OUT027,208.0238836
FDC08,OUT018,1034.767718
FDS45,OUT046,73.0369284
FDI21,OUT049,73.47103
DRJ47,OUT035,700.8623596
DRE37,OUT027,207.1796492
FDT55,OUT018,917.6681452
NCG42,OUT027,219.5888296
FDA31,OUT049,136.8778272
NCW42,OUT046,75.0582972
FDF50,OUT017,241.8025808
FDK56,OUT049,136.8778272
FDX10,OUT035,554.8217928
NCK07,OUT027,206.178286
FDZ49,OUT017,256.9082512
FDR33,OUT013,227.1150328
FDO44,OUT018,904.2469488
FDA20,OUT046,94.4277508
NCL30,OUT045,72.1554092
FDI05,OUT019,124.7829044
FDQ12,OUT018,987.8887396
FDH47,OUT017,218.635404
FDH34,OUT018,940.928534
FDF29,OUT046,75.8905472
FDG40,OUT018,973.9615352
NCE18,OUT017,216.5953928
FDP21,OUT010,71.9064
FDY50,OUT013,214.3769472
FDB36,OUT049,73.1328036
NCZ29,OUT049,79.9119792
FDU20,OUT018,917.6681452
FDO56,OUT013,210.7177104
FDW31,OUT049,92.799204
DRH59,OUT013,196.8783916
NCB30,OUT017,216.5953928
FDK43,OUT027,201.0955688
FDW43,OUT045,91.7592244
NCL19,OUT017,207.8201488
FDJ27,OUT046,117.094246
FDC45,OUT046,132.7192404
FDY40,OUT035,615.5627268
NCM41,OUT035,685.2000804
NCK18,OUT019,75.648196
FDP37,OUT049,128.4408096
FDA27,OUT027,205.2648084
NCX30,OUT035,699.4934748
FDR09,OUT017,271.7542596
FDG08,OUT027,231.2776144
NCU30,OUT013,206.3753628
FDB16,OUT017,211.0958848
FDM16,OUT017,190.0499468
FDC48,OUT013,195.4136316
NCF18,OUT046,125.1783896
FDU46,OUT018,941.3852728
FDH41,OUT018,1033.08058
NCN42,OUT010,72.7200076
FDU49,OUT046,76.7427712
FDB20,OUT027,223.8526128
FDG50,OUT019,80.3913552
FDW20,OUT045,94.44373
NCO55,OUT049,128.1105728
FDX48,OUT046,72.8771364
FDU48,OUT046,73.730692
FDR48,OUT019,128.5806276
FDK27,OUT013,190.172454
FDT35,OUT013,226.8859976
FDN12,OUT049,128.519374
NCE31,OUT019,129.63126
FDL21,OUT017,229.8714448
FDV56,OUT017,217.1986076
FDR16,OUT017,241.3578264
NCP41,OUT049,80.242216
FDJ27,OUT013,219.2585928
FDA07,OUT017,217.1986076
FDK55,OUT049,76.2594004
FDM33,OUT049,127.3369132
FDY46,OUT046,73.8651836
FDD36,OUT046,73.730692
FDB12,OUT027,221.2573244
FDF28,OUT019,77.0676816
NCE07,OUT019,75.648196
FDW50,OUT027,197.4176896
NCW18,OUT017,216.5953928
NCJ17,OUT019,129.078646
DRZ24,OUT010,131.0747144
FDS07,OUT035,667.6948668
NCW05,OUT010,132.2185588
FDZ22,OUT018,940.928534
FDK02,OUT046,78.7055496
